Name,Guild,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer
"MINIQuagmire",EU Oddworld Abe Exodus,975276668,4531021,2731023,1799998,151,-248,281,458,59,354,146,48,62,75,94,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1
"MINI Brightframe",EU Oddworld Abe Exodus,686711653,5441683,3234919,2206764,146,247,111,260,88,208,214,29,43,57,92,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1
"MINI Levezzy",EU Oddworld Abe Exodus,142331952,4147069,2639565,1507504,175,212,136,477,53,340,163,46,57,73,84,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
"MINI Davram Bashere",EU Oddworld Abe Exodus,195583113,5673726,3325281,2348445,141,306,454,402,113,348,202,50,70,89,109,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0
"MINI  Vodrev",EU Oddworld Abe Exodus,252775387,3543564,2181216,1362348,160,-384,408,392,61,220,126,35,43,52,66,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"Linc Twi'chael",Wanna Buy Some Deathsticks,784911828,2309438,1420374,889064,159,169,91,81,14,24,98,3,5,9,25,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sneeuw Bal",Wanna Buy Some Deathsticks,742171628,5041223,3034168,2007055,151,-141,88,178,85,121,186,16,25,41,63,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Deathsticks2187",Wanna Buy Some Deathsticks,612477778,1760184,1081142,679042,159,160,9,105,17,8,71,0,4,13,35,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"xPhobaphobia",Wanna Buy Some Deathsticks,341775717,3610937,2226443,1384494,160,-436,238,250,58,113,133,14,22,46,71,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Bavo",Wanna Buy Some Deathsticks,967286627,4501101,2544619,1956482,130,-10,125,124,61,71,194,4,17,25,59,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
"Trek",Wanna Buy Some Deathsticks,916436686,3987007,2500000,1487007,168,-116,152,285,54,169,150,21,33,47,78,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Bjørnebanden",Wanna Buy Some Deathsticks,875996712,1431921,996268,435653,228,-351,70,120,23,21,63,2,5,8,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"JediKnightAurora",Wanna Buy Some Deathsticks,626281244,375347,251654,123693,203,434,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ferm",Wanna Buy Some Deathsticks,915973154,3865990,2273858,1592132,142,-121,65,160,77,61,153,7,13,37,54,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"rachyroo",Wanna Buy Some Deathsticks,659644392,2768355,1576980,1191375,132,-289,76,228,47,66,112,9,15,35,52,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"DarthVentus",Wanna Buy Some Deathsticks,757947987,2898100,1733385,1164715,148,-117,51,109,28,39,125,5,8,16,43,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Subetron",Wanna Buy Some Deathsticks,287436253,6337750,3673561,2664189,137,-97,283,284,128,158,240,13,40,109,134,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,1
"Aster",Wanna Buy Some Deathsticks,146265367,5833618,3392169,2441449,138,-59,241,188,117,99,217,8,24,66,106,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1
"Shazta",Wanna Buy Some Deathsticks,777741672,2738861,1595798,1143063,139,-98,112,43,23,4,150,0,1,10,30,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"StellateSleet36",Wanna Buy Some Deathsticks,793669335,4191535,2585145,1606390,160,-159,100,156,85,54,168,5,16,39,77,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"Vayne",Wanna Buy Some Deathsticks,872639871,867799,583350,284449,205,553,17,62,4,7,44,1,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the geege II",Wanna Buy Some Deathsticks,921545368,2077780,1263637,814143,155,93,94,123,26,13,105,2,3,20,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Bubmjf",Wanna Buy Some Deathsticks,645378175,1646839,1049183,597656,175,-170,66,87,12,12,69,2,3,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wesq911",Wanna Buy Some Deathsticks,318372917,3632057,2167152,1464905,147,34,41,34,57,2,151,0,1,11,45,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Kyuui",Wanna Buy Some Deathsticks,312115414,4436853,2663298,1773555,150,-161,56,129,69,78,181,13,15,27,50,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ahren",Wanna Buy Some Deathsticks,619277356,2057346,1294303,763043,169,-455,208,244,24,62,85,4,15,23,33,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CtheHammer",Wanna Buy Some Deathsticks,833891153,2781848,1638139,1143709,143,-310,219,163,42,63,108,7,14,19,44,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"OE4",Wanna Buy Some Deathsticks,456295746,1845413,1105062,740351,149,-181,18,59,5,5,56,1,1,9,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Warill",Wanna Buy Some Deathsticks,387133521,845374,603314,242060,249,138,0,92,3,9,27,1,2,4,12,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Forrest",Wanna Buy Some Deathsticks,938916341,1588003,997358,590645,168,224,50,17,11,4,44,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"StarLord",Wanna Buy Some Deathsticks,918718746,5606790,3112432,2494358,124,160,83,199,89,159,191,23,23,57,80,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1
"DarthLeviathan",Wanna Buy Some Deathsticks,526177189,2361291,1475230,886061,166,-229,162,144,21,36,78,6,8,19,34,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Clones Attack",Wanna Buy Some Deathsticks,134215399,1313768,837342,476426,175,562,203,141,17,8,59,1,2,15,22,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"dark panda82",Wanna Buy Some Deathsticks,132895415,3162706,1898023,1264683,150,-26,63,123,29,31,142,0,9,24,50,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Aaron0394",Wanna Buy Some Deathsticks,121361373,1640697,1064720,575977,184,-711,46,62,11,6,51,0,2,7,28,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KybercoatedRevan",Wanna Buy Some Deathsticks,763984683,47605,41065,6540,627,-977,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dern",Wanna Buy Some Deathsticks,734337142,3808128,2329344,1478784,157,208,145,185,65,83,132,13,16,38,68,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
"Fraggle Rawk Two",Wanna Buy Some Deathsticks,648915444,2377254,1362947,1014307,134,-78,102,106,24,7,113,0,2,22,34,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"the geege",Wanna Buy Some Deathsticks,836428781,2372764,1457640,915124,159,104,89,138,28,29,112,4,6,21,26,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Raymantheonly",Wanna Buy Some Deathsticks,975571933,4454739,2549434,1905305,133,-173,74,103,72,51,192,5,11,25,56,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Arqura",Wanna Buy Some Deathsticks,399184155,3877468,2344140,1533328,152,-100,63,124,46,61,161,7,13,23,58,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"DarthVenitus",Wanna Buy Some Deathsticks,561427612,434522,272356,162166,167,-703,0,0,1,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MasterWolfyYT",Wanna Buy Some Deathsticks,271867466,1685711,1032866,652845,158,-59,29,49,10,12,63,1,3,3,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Damrok Sliersgloom",Wanna Buy Some Deathsticks,912939125,6341474,3608404,2733070,132,-19,135,325,121,282,230,32,56,94,119,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1
"Sarith LeKit",Wanna Buy Some Deathsticks,224444737,1184983,643891,541092,118,141,46,87,6,7,48,1,2,7,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IG88",Wanna Buy Some Deathsticks,281729615,4346481,2687324,1659157,161,-195,66,196,77,128,171,20,24,36,46,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Matze945",Wanna Buy Some Deathsticks,776972738,3185884,1811296,1374588,131,-87,60,154,46,51,99,10,10,29,40,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mol Eliza",Wanna Buy Some Deathsticks,763421111,1216159,775132,441027,175,433,51,74,5,5,43,0,2,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fraggle Rawk",Wanna Buy Some Deathsticks,921768629,3842250,2334291,1507959,154,-76,239,188,71,47,170,3,13,50,78,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"KonaMan9917",Wanna Buy Some Deathsticks,425257235,1088142,607102,481040,126,48,197,165,16,15,41,1,4,11,18,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Warsong",Wanna Buy Some Deathsticks,254363122,1720212,990029,730183,135,-63,272,248,26,54,64,8,11,21,30,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Obi do ban",Wanna Buy Some Deathsticks,145299341,4495044,2688664,1806380,148,-68,70,131,70,51,154,2,15,34,56,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
